Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,5696.200195,5704.930176,5594.930176,5597.629883,5597.629883,75964100
2019-10-02,5587.140137,5589.200195,5422.770020,5422.770020,5422.770020,104451600
2019-10-03,5432.009766,5472.620117,5393.490234,5438.770020,5438.770020,83768700
2019-10-04,5456.830078,5488.319824,5426.000000,5488.319824,5488.319824,76196900
2019-10-07,5476.770020,5524.189941,5461.589844,5521.609863,5521.609863,60954000
2019-10-08,5526.009766,5531.290039,5451.720215,5456.620117,5456.620117,72687700
2019-10-09,5458.160156,5515.640137,5447.009766,5499.140137,5499.140137,69267500
2019-10-10,5520.979980,5581.069824,5487.169922,5569.049805,5569.049805,87261800
2019-10-11,5576.950195,5667.399902,5574.259766,5665.479980,5665.479980,115452700
2019-10-14,5646.330078,5649.669922,5600.109863,5643.080078,5643.080078,65357900
2019-10-15,5676.740234,5724.310059,5659.689941,5702.049805,5702.049805,88007900
2019-10-16,5703.390137,5708.910156,5677.959961,5696.899902,5696.899902,83929000
2019-10-17,5679.919922,5737.149902,5673.069824,5673.069824,5673.069824,88695900
2019-10-18,5653.080078,5667.589844,5621.870117,5636.250000,5636.250000,95316900
2019-10-21,5633.040039,5664.580078,5625.100098,5648.350098,5648.350098,77639300
2019-10-22,5644.979980,5658.649902,5612.859863,5657.689941,5657.689941,67301500
2019-10-23,5617.299805,5657.649902,5616.020020,5653.439941,5653.439941,75280000
2019-10-24,5678.259766,5691.500000,5659.950195,5684.330078,5684.330078,83627900
2019-10-25,5694.899902,5722.640137,5671.819824,5722.149902,5722.149902,71714000
2019-10-28,5720.729980,5747.100098,5711.100098,5730.569824,5730.569824,69809000
2019-10-29,5728.100098,5742.080078,5715.259766,5740.140137,5740.140137,74571800
2019-10-30,5749.689941,5765.870117,5720.270020,5765.870117,5765.870117,90959100
2019-10-31,5770.259766,5778.240234,5718.629883,5729.859863,5729.859863,112062300
2019-11-01,5749.479980,5778.290039,5739.700195,5761.890137,5761.890137,65867300
2019-11-04,5788.359863,5833.689941,5784.850098,5824.299805,5824.299805,86434000
2019-11-05,5825.600098,5850.009766,5818.939941,5846.890137,5846.890137,78408500
2019-11-06,5847.609863,5876.270020,5838.399902,5866.740234,5866.740234,86948200
2019-11-07,5888.839844,5894.870117,5871.180176,5890.990234,5890.990234,105688900
2019-11-08,5867.419922,5889.700195,5861.609863,5889.700195,5889.700195,94387100
2019-11-11,5873.740234,5906.330078,5871.709961,5893.819824,5893.819824,60606400
2019-11-12,5904.270020,5931.189941,5897.299805,5919.750000,5919.750000,72093200
2019-11-13,5908.160156,5917.569824,5874.060059,5907.089844,5907.089844,76988600
2019-11-14,5902.399902,5916.899902,5894.069824,5901.080078,5901.080078,67172300
2019-11-15,5933.069824,5947.620117,5907.950195,5939.270020,5939.270020,74070300
2019-11-18,5939.640137,5942.470215,5900.350098,5929.790039,5929.790039,70805300
2019-11-19,5936.990234,5966.790039,5895.910156,5909.049805,5909.049805,72290900
2019-11-20,5880.689941,5902.950195,5859.580078,5894.029785,5894.029785,74180900
2019-11-21,5860.549805,5895.569824,5834.259766,5881.209961,5881.209961,76235300
2019-11-22,5885.609863,5930.459961,5885.609863,5893.129883,5893.129883,75146000
2019-11-25,5917.839844,5933.750000,5908.290039,5924.859863,5924.859863,62132600
2019-11-26,5927.410156,5941.509766,5909.930176,5929.620117,5929.620117,112044300
2019-11-27,5943.450195,5947.299805,5921.919922,5926.839844,5926.839844,68032200
2019-11-28,5909.950195,5919.129883,5900.209961,5912.720215,5912.720215,42729800
2019-11-29,5895.890137,5929.790039,5885.660156,5905.169922,5905.169922,61639300
2019-12-02,5910.120117,5947.680176,5781.029785,5786.740234,5786.740234,99392100
2019-12-03,5787.140137,5800.930176,5697.060059,5727.220215,5727.220215,86293300
2019-12-04,5725.970215,5812.709961,5725.970215,5799.680176,5799.680176,89688600
2019-12-05,5808.259766,5849.779785,5801.459961,5801.549805,5801.549805,73424300
2019-12-06,5815.750000,5871.910156,5811.290039,5871.910156,5871.910156,75933300
2019-12-09,5865.729980,5870.790039,5836.140137,5837.250000,5837.250000,56245200
2019-12-10,5833.479980,5851.109863,5776.669922,5848.029785,5848.029785,73070100
2019-12-11,5844.020020,5865.879883,5825.419922,5860.879883,5860.879883,62940400
2019-12-12,5871.200195,5915.649902,5845.000000,5884.259766,5884.259766,91513000
2019-12-13,5968.859863,5972.169922,5907.220215,5919.020020,5919.020020,113199500
2019-12-16,5946.649902,6003.379883,5942.299805,5991.660156,5991.660156,77242800
2019-12-17,5989.479980,5989.479980,5955.359863,5968.259766,5968.259766,84477400
2019-12-18,5971.399902,5983.020020,5959.600098,5959.600098,5959.600098,80799300
2019-12-19,5963.870117,5972.279785,5942.879883,5972.279785,5972.279785,72322800
2019-12-20,5979.529785,6024.169922,5966.879883,6021.529785,6021.529785,151362500
2019-12-23,6013.560059,6035.950195,6005.959961,6029.370117,6029.370117,46603900
2019-12-24,6027.189941,6033.990234,6025.620117,6029.549805,6029.549805,12440900
2019-12-25,null,null,null,null,null,null
2019-12-27,6039.950195,6065.000000,6027.720215,6037.390137,6037.390137,47289800
2019-12-30,6028.959961,6037.700195,5982.220215,5982.220215,5982.220215,40318700
2019-12-31,5970.589844,5987.220215,5958.250000,5978.060059,5978.060059,20670000
2020-01-02,6016.609863,6062.919922,6011.209961,6041.500000,6041.500000,63958300
2020-01-03,6007.959961,6044.160156,5994.589844,6044.160156,6044.160156,60488000
2020-01-06,6001.209961,6017.970215,5955.250000,6013.589844,6013.589844,69063700
2020-01-07,6033.220215,6065.740234,6000.000000,6012.350098,6012.350098,69593800
2020-01-08,5986.810059,6031.000000,5972.770020,6031.000000,6031.000000,71431600
2020-01-09,6066.750000,6071.660156,6034.149902,6042.549805,6042.549805,67961100
2020-01-10,6056.740234,6057.830078,6028.290039,6037.109863,6037.109863,64393300
2020-01-13,6040.910156,6058.689941,6018.330078,6036.140137,6036.140137,65192400
2020-01-14,6037.450195,6046.120117,5980.049805,6040.890137,6040.890137,75439500
2020-01-15,6042.720215,6053.009766,6011.279785,6032.609863,6032.609863,79851500
2020-01-16,6039.620117,6058.970215,6021.029785,6039.029785,6039.029785,76032900
2020-01-17,6066.290039,6109.810059,6066.290039,6100.720215,6100.720215,79316600
2020-01-20,6092.970215,6094.089844,6071.169922,6078.540039,6078.540039,41270000
2020-01-21,6034.240234,6045.990234,5994.169922,6045.990234,6045.990234,63922800
2020-01-22,6053.850098,6069.259766,6005.770020,6010.979980,6010.979980,69408800
2020-01-23,5992.470215,6024.319824,5961.870117,5971.790039,5971.790039,90037200
2020-01-24,6019.600098,6064.549805,6016.770020,6024.259766,6024.259766,82330600
2020-01-27,5924.060059,5942.830078,5851.000000,5863.020020,5863.020020,104036300
2020-01-28,5886.810059,5933.720215,5857.229980,5925.819824,5925.819824,84491600
2020-01-29,5921.970215,5969.729980,5916.229980,5954.890137,5954.890137,74107000
2020-01-30,5886.020020,5904.080078,5846.450195,5871.770020,5871.770020,89992200
2020-01-31,5891.709961,5894.689941,5799.040039,5806.339844,5806.339844,101862600
2020-02-03,5822.040039,5857.399902,5804.140137,5832.509766,5832.509766,75677800
2020-02-04,5863.359863,5935.049805,5862.819824,5935.049805,5935.049805,85595000
2020-02-05,5919.060059,6004.330078,5912.490234,5985.399902,5985.399902,107839000
